"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Katzenseestrasse, am Südufer des Katzensees                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Katzensee (Seebad)                                                    ","","10734.0000000000","","","","","","","","","","","","","","","","8046","sp121","","1","","Spiel- und Liegewiese, Sandanlage, Brettschaukel, Sandbereich, Korbschaukel, Sandspielgeräte, Kletteranlage mit Rutsche, Sitzbänke,  Feuerstelle, Ufer                                                                                                    ","+41 44 371 05 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","121","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Korbschaukel, Sandspielgeräte, Kletteranlage mit Rutsche","","Sitzbänke,  Feuerstelle","sehr schöne Lage, naturnahe Uferbereiche","Spielplatz in Badeanlage","Spiel- und Liegewiese, Sandanlage","0121","POINT Z (2679601 1253914.5 0)"
"","Werdinsel, Winzerhalde                                                ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Au-Höngg (Flussbad)                                                   ","","10735.0000000000","","","","","","","","","","","","","","","","8049","sp119","","1","","Spiel- und Liegewiese, Seilanlage, Schwingwippe, Federwippe, Brettschaukel, Drehkletterturm, Balkenwippe, Wasserförderanlage, Rundlauf, Brettschaukel, Sitzbänke, Planschbecken, Badeanlage                                                               ","+41 44 344 14 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","119","JA","0 - 9 Jahre","Seilanlage, Schwingwippe, Federwippe, Brettschaukel, Drehkletterturm, Balkenwippe, Wasserförderanlage, Rundlauf, Brettschaukel","","Sitzbänke, Planschbecken","Spielanlage liegt innerhalb Badeanlage an der Limmat. Die Anlage ist nur über die Sommermonate zugänglich.","Spielplatz in Badeanlage","Spiel- und Liegewiese","0119","POINT Z (2679350 1250345.6 0)"
"","Langmauerstrasse 7 (Spielplatz)                                       ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Quartiertreff Unterstrass                                             ","","10736.0000000000","","","","","","","","","","","","","","","","8006","sp118","","1","","Sandbereich, Brettschaukel, Federwippe, Rutsche, Sitzbänke, Quartierhaus                                                                                                                                                                                  ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","118","JA","0 - 5 Jahre","Sandbereich, Brettschaukel, Federwippe, Rutsche","","Sitzbänke","Quartierhaus Kreis 6","Quartiertreff mit Spielplatz","","0118","POINT Z (2683213.2 1249257 0)"
"","Heuelstrasse                                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Sonnenberg-Terrasse                                                   ","","10759.0000000000","","","","","","","","","","","","","","","","8032","sp050","","1","","Kletteranlage, Brettschaukel, Sandbereich, Spielhaus, Federwippe, Balkenwippe,  Hangrutsche, Sitzbänke, Brunnen, Pergola, Aussicht                                                                                                                        ","+41 44 422 54 97","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","50","JA","0 - 5 Jahre","Kletteranlage, Brettschaukel, Sandbereich, Spielhaus, Federwippe, Balkenwippe,  Hangrutsche","","Sitzbänke, Brunnen, Pergola","wunderschöne Aussicht auf die Stadt","Spielplatz","Quartierspielplatz","0050","POINT Z (2685246.2 1246972.5 0)"
"","Winkelwiese 4 (Spielplatz)                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Villa Tobler                                                          ","","10760.0000000000","","","","","","","","","","","","","","","","8001","sp049","","1","","kleiner Spielplatz, Sandkasten, Brettschaukel, Federwippe, Sitzbänke, Historischer Villengarten                                                                                                                                                           ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","49","JA","0 - 5 Jahre","Sandkasten, Brettschaukel, Federwippe","","Sitzbänke","Historischer Villengarten in der Altstadt ","Spielplatz","kleiner Spielplatz","0049","POINT Z (2683682.5 1247154.5 0)"
"","Winterthurer-/Milchbuckstrasse                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Milchbuckanlage                                                       ","","10761.0000000000","","","","","","","","","","","","","","","","8057","sp028","","1","","Spiel- und Liegewiese, Brettschaukel, Sandbereich, Federwippe, Sitzbänke                                                                                                                                                                                  ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","28","JA","0 - 5 Jahre","Brettschaukel, Sandbereich, Federwippe","","Sitzbänke","Kleine Parkanlage","Spielplatz","Spiel- und Liegewiese","0028","POINT Z (2683473 1249802.9 0)"
"","Nord-/Lehenstrasse                                                    ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Lehenanlage                                                           ","","10762.0000000000","","","","","","","","","","","","","","","","8037","sp027","","1","","grosse Kiesfläche, Brettschaukel, Kletteranlage mit Rutsche, Hangrutsche, Tischtennistisch, Sitzbänke                                                                                                                                                     ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","27","JA","0 - 9 Jahre","Brettschaukel, Kletteranlage mit Rutsche, Hangrutsche, Tischtennistisch","","Sitzbänke","Kleine Parkanlage","Spielplatz","grosse Kiesfläche","0027","POINT Z (2681794.8 1250050.8 0)"
"","Döltschiweg 130 (Spielplatz)                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Heuried Erlebnisgarten                                             ","","10768.0000000000","","","","","","","","","","","","","","","","8055","sp074a","","1","","Tiergehege, Balanciergerät, Seilanlage, Kletterturm, Hängematte,  Rutsche, Korbschaukel, Partnerschaukel, Wasserförderanlage, Tischtennistisch, Sitzbänke, Feuerstellen, Gemeinschaftszentrum mit Tieren,  grosszügige Anlage                             ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","74a","JA","0 - 16 Jahre","Balanciergerät, Seilanlage, Kletterturm, Hängematte,  Rutsche, Korbschaukel, Partnerschaukel, Wasserförderanlage, Tischtennistisch","","Sitzbänke, Feuerstellen","Gemeinschaftszentrum mit Tieren,  grosszügige Anlage","GZ mit Spielplatz","Tiergehege","0074A","POINT Z (2680401 1246815.9 0)"
"","Nordstrasse                                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Schindlergut                                                          ","","10769.0000000000","","","","","","","","","","","","","","","","8006","sp033b","","1","","Spiel- und Liegewiese, Korbschaukel, Kletteranlage mit Rutsche, Hängematte, Sitzbänke, Brunnen, grosszügige Parkanlage mit altem Baumbestand                                                                                                              ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","33b","JA","0 - 16 Jahre","Korbschaukel, Kletteranlage mit Rutsche, Hängematte","","Sitzbänke, Brunnen","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese","0033B","POINT Z (2682865 1248991.9 0)"
"","Rieter-/Waffenplatzstrasse                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Rieteranlage                                                          ","","10770.0000000000","","","","","","","","","","","","","","","","8002","sp117","","1","","grosse Kiesfläche, Federwippe, Brettschaukel, Sitzbänke, Pergola                                                                                                                                                                                          ","+41 44 201 75 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","117","JA","0 - 5 Jahre","Federwippe, Brettschaukel","","Sitzbänke, Pergola","kleine Spielanlage","Spielplatz","grosse Kiesfläche","0117","POINT Z (2682191.5 1245633.8 0)"
"","Friesenbergsstrasse/Wasserschöpfi                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Wasserschöpfi                                                         ","","10775.0000000000","","","","","","","","","","","","","","","","8055","sp075","","1","","Spiel- und Liegewiese, Pumpe, Tischtennistisch, ZüriWC, Sitzbänke                                                                                                                                                                                         ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","75","JA","0 - 5 Jahre","Pumpe, Tischtennistisch","","ZüriWC, Sitzbänke","kleine, übersichtliche Anlage","Spielplatz","Spiel- und Liegewiese","0075","POINT Z (2680785.8 1246566.6 0)"
"","Manessestrasse, neben Sportplatz                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Sihlhölzli                                                            ","","10776.0000000000","","","","","","","","","","","","","","","","8003","sp073","","1","","Spielwiese, Planschbecken, Klettergerät, Klettergerät mit Rutschstange, Trinkbrunnen, Züri-WC, Baumbestand                                                                                                                                                ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","73","JA","0 - 5 Jahre","Klettergerät, Klettergerät mit Rutschstange","","Trinkbrunnen, Züri-WC","Bestandteil des Projekts 'Aufwertung der Manessestrasse', schöner Baumbestand","Spielplatz","Spielwiese, Planschbecken","0073","POINT Z (2681957 1246772.9 0)"
"","Schlossgasse/Wiedingstrasse                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kollerwiese                                                           ","","10777.0000000000","","","","","","","","","","","","","","","","8003","sp072","","1","","Spiel- und Liegewiese, Schlittelhang, Brettschaukel, Balanciergerät, Kletterelement, Findlinge, Sandbereich, Bockrutsche, Kletteranlage mit Rutsche, Federwippe, Züri-WC, Trinkbrunnen, Spielanimation,  Spielschiff                                      ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","72","JA","0 - 16 Jahre","Brettschaukel, Balanciergerät, Kletterelement, Findlinge, Sandbereich, Bockrutsche, Kletteranlage mit Rutsche, Federwippe","","Züri-WC, Trinkbrunnen, Spielanimation","wunderschönes Spielschiff","Spielplatz","Spiel- und Liegewiese, Schlittelhang","0072","POINT Z (2681614.8 1246937.1 0)"
"","Erlach-/Aegertenstrasse                                               ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","gsznoa","","","","0_",";NULL","1","0","Spielplatz","","Aegerten                                                              ","","10778.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8003","sp071","","1","","Spielwiese, Spielfläche, Gurtensteg, Kombischaukel, Seilanlage mit Rutsche, Balanciergerät, Balanciergerät, Bockrutsche, Pumpe, Kombischaukel, Federwippe, Drehkletterturm, Sitzbänke, Züri-WC, Baumbestand                                               ","+41 44 461 21 17","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Erlach-/Aegertenstrasse                                               ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Erlachstrasse 7","71","JA","0 - 16 Jahre","Gurtensteg, Kombischaukel, Seilanlage mit Rutsche, Balanciergerät, Balanciergerät, Bockrutsche, Pumpe, Kombischaukel, Federwippe, Drehkletterturm","","Sitzbänke, Züri-WC","schöner Baumbestand","Spielplatz","Spielwiese, Spielfläche","0071","POINT Z (2681883 1246965 0)"
"","Triemlifussweg                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Triemlifussweg                                                        ","","10779.0000000000","","","","","","","","","","","","","","","","8055","sp070","","1","","Grünzug, Brettschaukel, Sandbereich,  Röhre, Brettschaukel, Sitzbänke                                                                                                                                                                                     ","+41 44 431 57 61","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","70","JA","0 - 5 Jahre","Brettschaukel, Sandbereich,  Röhre, Brettschaukel","","Sitzbänke","Ruhige Parkanlage","Spielplatz","Grünzug","0070","POINT Z (2680114 1247142.9 0)"
"","Gutstrasse                                                            ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Im Gut                                                                ","","10780.0000000000","","","","","","","","","","","","","","","","8055","sp069","","1","","Spiel- und Liegewiese, Sandbereich, Kletteranlage mit Rutsche, Lauschrohr, Sitzbänke                                                                                                                                                                      ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","69","JA","0 - 9 Jahre","Sandbereich, Kletteranlage mit Rutsche, Lauschrohr","","Sitzbänke","Attraktiver, vielfältiger Spielplatz ","Spielplatz","Spiel- und Liegewiese","0069","POINT Z (2680578.8 1247267 0)"
"","Nord-/Kronenstrasse                                                   ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Schindlergut                                                       ","","10803.0000000000","","","","","","","","","","","","","","","","8006","sp033a","","1","","Spiel- und Liegewiese, Sandbereich, Brettschaukel, Kletteranlagen mit Rutsche, Korbschaukel, Tischtennistisch, Sitzbänke, Feuerstellen, Gemeinschaftszentrum, Aussicht, Pflanzenlabyrinth                                                                 ","+41 44 361 63 18","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","33a","JA","0 - 16 Jahre","Sandbereich, Brettschaukel, Kletteranlagen mit Rutsche, Korbschaukel, Tischtennistisch","","Sitzbänke, Feuerstellen","Gemeinschaftszentrum, sehr grosszügige Anlage mit Aussicht, Pflanzenlabyrinth","GZ mit Spielplatz","Spiel- und Liegewiese","0033A","POINT Z (2682899 1249033.5 0)"
"","Dialogweg 6                                                           ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Andreaspark B                                                         ","","10804.0000000000","","","","","","","","","","","","","","","","8050","sp163b","","1","","Spiel- und Liegewiese, Röhren, Spielhaus, Brettschaukel, Sandkasten, Pumpe, Sitzbänke, Sonnenschirm                                                                                                                                                       ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","163b","JA","0 - 5 Jahre","Röhren, Spielhaus, Brettschaukel, Sandkasten, Pumpe","","Sitzbänke, Sonnenschirm","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese","0163B","POINT Z (2684631 1251983.9 0)"
"","Andreasstrasse/Riedgrabenweg                                          ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Andreaspark A                                                         ","","10805.0000000000","","","","","","","","","","","","","","","","8050","sp163a","","1","","Spiel- und Liegewiese, Hartplatz, Drehteller, Gurtensteg, Hüpfteller, Schwingwippe, Sitzbänke, Brunnen, Basketballkorb                                                                                                                                    ","+41 44 322 02 20","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","163a","JA","0 - 9 Jahre","Drehteller, Gurtensteg, Hüpfteller, Schwingwippe","","Sitzbänke, Brunnen, Basketballkorb","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese, Hartplatz","0163A","POINT Z (2684493.2 1251972.4 0)"
"","Stiglenstrasse                                                        ","","","","","Grün Stadt Zürich","202009151604","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Eichrain Tennisplatz                                                  ","","10806.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8052","sp132a","","1","","Kiesfläche, Federwippe, Sandbereich, Brettschaukel, Sitzbänke, Pergola, Tennisplatz                                                                                                                                                                       ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Stiglenstrasse                                                        ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Eichrainstrasse 29a","132a","JA","0 - 5 Jahre","Federwippe, Sandbereich, Brettschaukel","","Sitzbänke, Pergola","kleine Spielanlage neben Tennisplatz","Spielplatz","Kiesfläche","0132A","POINT Z (2683717 1253717 0)"
"","Schärrergasse                                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Schärrerwiese                                                         ","","10810.0000000000","","","","","","","","","","","","","","","","8049","sp090","","1","","Spiel- und Liegewiese,  Wasserspielbereich, Brettschaukel, Bockrutsche, Kletteranlage mit Rutsche, Pumpen, Sandbereich, Spielkisten, Sitzbänke, Pergola, Heckenlabyrinth                                                                                  ","+41 44 344 14 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","90","JA","0 - 9 Jahre","Brettschaukel, Bockrutsche, Kletteranlage mit Rutsche, Pumpen, Sandbereich","","Spielkisten, Sitzbänke, Pergola","grosszügige Parkanlage mit Heckenlabyrinth","Spielplatz","Spiel- und Liegewiese,  Wasserspielbereich","0090","POINT Z (2679932.8 1250762.6 0)"
"","Waidbadstrasse                                                        ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Waidbad                                                               ","","10811.0000000000","","","","","","","","","","","","","","","","8037","sp089","","1","","Spiel- und Liegewiese, Balkenwippe, Brettschaukel, Balanciergerät, Balanciergerät, Kletterelement, Pumpe,  Wasserspiel, Kletterelement, Brettschaukel, Sitzbänke, Feuerstellen, Waldrand, Ausflugsziel                                                    ","+41 44 344 14 00","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","89","JA","0 - 9 Jahre","Balkenwippe, Brettschaukel, Balanciergerät, Balanciergerät, Kletterelement, Pumpe,  Wasserspiel, Kletterelement, Brettschaukel","","Sitzbänke, Feuerstellen","ruhig gelegener Spielplatz am Waldrand neben Tennisanlage Waidberg, beliebtes Ausflugsziel","Spielplatz","Spiel- und Liegewiese","0089","POINT Z (2681276 1250821.1 0)"
"","Erligatterweg 51                                                      ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Neubühl                                                            ","","10812.0000000000","","","","","","","","","","","","","","","","8038","sp087","","1","","Spiel- und Liegewiese, Sandkasten, Brettschaukel, Balkenwippe, Hangrutsche, Federwippe,  Spielkisten, Sitzbänke, Feuerstelle, Gemeinschaftszentrum                                                                                                        ","+41 44 482 10 03","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","87","JA","0 - 5 Jahre","Sandkasten, Brettschaukel, Balkenwippe, Hangrutsche, Federwippe",""," Spielkisten, Sitzbänke, Feuerstelle","Gemeinschaftszentrum mit übersichtlichem Aussenraum","GZ mit Spielplatz","Spiel- und Liegewiese","0087","POINT Z (2682696.8 1242927.4 0)"
"","Kalkbreitestrasse 93                                                  ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Wiedinghof                                                            ","","10813.0000000000","","","","","","","","","","","","","","","","8003","sp068","","1","","Spiel- und Liegewiese, Brettschaukel, Tischtennistisch, Sitzbänke, Baumbestand                                                                                                                                                                            ","+41 44 492 71 41","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","68","JA","0 - 5 Jahre ","Brettschaukel, Tischtennistisch","","Sitzbänke","Innenhof mit schönem Baumbestand","Spielplatz","Spiel- und Liegewiese","0068","POINT Z (2681434.8 1247313.2 0)"
"","Neunbrunnenstrasse                                                    ","","","","","Grün Stadt Zürich","202009151559","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_","Cafe_Parkplatz_Besuchenden-WC_Behinderten-WC;Kiosk<BR>Bancomat","0","0","Spielplatz","","Neunbrunnenanlage                                                     ","","10816.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp008","","1","","Grünzug am Bach, Balanciergerät, Schaukel, Sitzbänke, Brunnen, Baumbestand                                                                                                                                                                                ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Neunbrunnenstrasse                                                    ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Neunbrunnenstrasse 21","8","JA","0-5 Jahre","Balanciergerät, Schaukel","","Sitzbänke, Brunnen","alter Baumbestand, von Strasse gut abgeschirmt","Spielplatz","Grünzug am Bach","0008","POINT Z (2683333 1252391 0)"
"","Schaffhauserstrasse                                                   ","","","","","Grün Stadt Zürich","202009151559","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Emil-Oberhänsli-Anlage                                                ","","10817.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8050","sp007","","1","","Spiel- und Liegewiese, Federwippe,  Schwingwippe, Kleinkinderschaukel, Rutsche, Sandbereich, Sandspielgeräte, Tischtennistisch, Sitzbänke                                                                                                                 ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Schaffhauserstrasse                                                   ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Schaffhauserstrasse 447","7","JA","0 - 5 Jahre","Federwippe,  Schwingwippe, Kleinkinderschaukel, Rutsche, Sandbereich, Sandspielgeräte, Tischtennistisch","","Sitzbänke","Kleine Parkanlage","Spielplatz","Spiel- und Liegewiese","0007","POINT Z (2683496 1252436 0)"
"","Schärenmoosstrasse                                                    ","","","","","Grün Stadt Zürich","202009151600","","Tiefbau- und Entsorgungsdepartement (TED)","gszhai","","","","0_",";NULL","0","0","Spielplatz","","Schärenmooswiese                                                      ","","10818.0000000000","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","closed","","8052","sp004","","1","","Spiel- und Liegewiese, Kletteranlage mit Rutsche, Federwippe,  Balanciergerät, Brettschaukel, Sandbereich, Sitzbänke, Tisch                                                                                                                               ","+41 44 412 06 77","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","NULL;NULL;","NULL;NULL;","NULL;NULL;","Schärenmoosstrasse                                                    ","http://online.fahrplan.zvv.ch/bin/query.exe/dn?L=vs_vbz&mobileframe&Z=Z%C3%BCrich%2C Sch%C3%A4renmoosstrasse 27a","4","JA","0 - 16 Jahre","Kletteranlage mit Rutsche, Federwippe,  Balanciergerät, Brettschaukel, Sandbereich","","Sitzbänke, Tisch","Umbau 2016","Spielplatz","Spiel- und Liegewiese","0004","POINT Z (2684012 1252872 0)"
"","Am Katzenbach, Hertensteinstrasse                                     ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Seebach                                                            ","","10819.0000000000","","","","","","","","","","","","","","","","8052","sp002","","1","","Spiel- und Liegewiese, Hartplatz, Bocciabahn, Matschtisch, Sandbereich, Sandspielgeräte, Brettschaukel, Wasserspiel,Hangrutsche, Balkenwippe,   Kletterelement, Seilbahn, Federwippe, Boulderwand, Feuerstelle, Brunnen, Tisch, Gemeinschaftszentrum, Bach","+41 44 302 17 44","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","2","JA","0 - 16 Jahre","Matschtisch, Sandbereich, Sandspielgeräte, Brettschaukel, Wasserspiel,Hangrutsche, Balkenwippe,   Kletterelement, Seilbahn, Federwippe, Boulderwand","","Feuerstelle, Brunnen, Sitzbänke, Tisch","Gemeinschaftszentrum am Katzenbach","GZ mit Spielplatz","Spiel- und Liegewiese, Hartplatz, Bocciabahn","0002","POINT Z (2683471 1253206.9 0)"
"","Bodenacker 25                                                         ","","","","","Grün Stadt Zürich","202009041644","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Affoltern                                                          ","","10820.0000000000","","","","","","","","","","","","","","","","8046","sp001","","1","","Spiel- und Liegewiese, Spielhügel, Pergola,  Grillstellen, Seilbahn, Sandkasten, Kombischaukel, Kletterelement, Drehkletterturm, Röhre, Rundlauf, Rutsche, Federwippe, Tischtennistisch, Pergola,  Feuerstellen, Brunnen, Tisch, Gemeinschaftszentrum     ","+41 44 371 05 13","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","1","JA","0 - 16 Jahre","Seilbahn, Sandkasten, Kombischaukel, Kletterelement, Drehkletterturm, Röhre, Rundlauf, Geschlossene Rutsche, Federwippe, Tischtennistisch","","Pergola,  Feuerstellen, Brunnen, Sitzbänke, Tisch","Gemeinschaftszentrum, naturnahe Umgebung","GZ mit Spielplatz","Spiel- und Liegewiese, Spielhügel, Pergola,  Grillstellen","0001","POINT Z (2680874 1253233.9 0)"
